"Aan-2006-Photon flux partitio.txt",0.515
"Aan-2006-Photon flux partitio.txt",0.853
"Aan-2006-Photon flux partitio.txt",0.897
"Aan-2006-Photon flux partitio.txt",0.737
"Aars-1995-Root Voles - Litter.txt",0.288
"Aars-1995-Root Voles - Litter.txt",0.315
"Aars-2002-Intrinsic and climat.txt",0.97
"Aarssen-1992-Genotypic Variation.txt",0.867
"Abbott-1982-Woody Litter Decompo.txt",0.998
"Abbott-2007-Food limitation and.txt",0.2
"Abd El-Ghani-2000-Floristics and envir.txt",0.37
"Abd El-Ghani-2000-Floristics and envir.txt",0.57
"Abd El-Ghani-2000-Floristics and envir.txt",0.52
"Abe-2008-Population maintenan.txt",0.91
"Abe-2008-Population maintenan.txt",0.96
"Abele-1974-Species-Diversity of.txt",0.80
"Abele-1974-Species-Diversity of.txt",0.88
"Abele-1974-Species-Diversity of.txt",0.88
"Abell-2000-Costs of reproductio.txt",0.370
"Abell-2000-Costs of reproductio.txt",0.184
"Able-1973-Role of Weather Vari.txt",0.955
"Able-1973-Role of Weather Vari.txt",0.980
"Abrahams-2000-Within-group variati.txt",0.307
"Abrahams-2000-Within-group variati.txt",0.002
"Abrahamson-2003-Long-term patterns o.txt",0.63
"Abrahamson-2003-Long-term patterns o.txt",0.58
"Abrahamson-2003-Long-term patterns o.txt",0.60
"Abrahamson-2003-Long-term patterns o.txt",0.79
"Abrahamson-2003-Long-term patterns o.txt",0.57
"Abrahamson-2003-Long-term patterns o.txt",0.71
"Abrams-1994-Relating Wet and Dry.txt",0.23
"Abrams-1994-Relating Wet and Dry.txt",0.22
"Abrams-1994-The Effects of Enric.txt",0.1
"Abramsky-1979-Competition among Sm.txt",0.90
"Abramsky-1982-Competition and the.txt",0.98
"Abramsky-1982-Competition and the.txt",0.98
"Abramsky-1982-Competition and the.txt",0.99
"Abramsky-1982-Competition and the.txt",0.99
"Abramsky-1990-Habitat Selection -.txt",0.1
"Abramsky-1990-Habitat Selection -.txt",0.42
"Abramsky-1990-Habitat Selection -.txt",0.45
"Abramsky-1990-Habitat Selection -.txt",0.43
"Abramsky-1990-Habitat Selection -.txt",0.52
"Abramsky-1991-The Shape of a Gerbi.txt",0.45
"Abramsky-1991-The Shape of a Gerbi.txt",0.89
"Abramsky-1991-The Shape of a Gerbi.txt",0.45
"Abramsky-1991-The Shape of a Gerbi.txt",0.85
"Abramsky-2005-Does interspecific c.txt",0.93
"Abramsky-2005-Does interspecific c.txt",0.50
"Abramsky-2005-Does interspecific c.txt",0.04
"Abramsky-2005-Does interspecific c.txt",0.12
"Abramsky-2005-Does interspecific c.txt",0.43
"Ackerly-1995-Seedling Crown Orien.txt",0.41
"Ackerly-1995-Seedling Crown Orien.txt",0.239
"Ackerly-1995-Seedling Crown Orien.txt",0.263
"Ackerly-2006-Niche evolution and.txt",0.25
"Ackerly-2006-Niche evolution and.txt",0.04
"Ackerman-1983-Diversity and Season.txt",0.20
"Adams-1972-Behavioral Indexes o.txt",0.835
"Adams-1972-Behavioral Indexes o.txt",0.425
"Adams-1972-Behavioral Indexes o.txt",0.891
"Adams-1972-Behavioral Indexes o.txt",0.727
"Adams-1980-The Role of Competit.txt",0.87
"Adams-1980-The Role of Competit.txt",0.92
"Adams-1980-The Role of Competit.txt",0.99
"Adams-1980-The Role of Competit.txt",0.82
"Adams-1980-The Role of Competit.txt",0.96
"Adams-2000-Ecological character.txt",0.7591
"Adams-2008-Water availability a.txt",0.51
"Adams-2008-Water availability a.txt",0.63
"Addicott-1974-Predation and Prey C.txt",0.29
"Addicott-1974-Predation and Prey C.txt",0.38
"Addicott-1974-Predation and Prey C.txt",0.32
"Addicott-1974-Predation and Prey C.txt",0.10
"Addicott-1974-Predation and Prey C.txt",0.37
"Addicott-1974-Predation and Prey C.txt",0.13
"Addicott-1974-Predation and Prey C.txt",0.23
"Addicott-1974-Predation and Prey C.txt",0.55
"Addicott-1974-Predation and Prey C.txt",0.63
"Addicott-1974-Predation and Prey C.txt",0.35
"Addicott-1974-Predation and Prey C.txt",0.36
"Addicott-1974-Predation and Prey C.txt",0.30
"Addicott-1974-Predation and Prey C.txt",0.16
"Addicott-1974-Predation and Prey C.txt",0.01
"Addicott-1974-Predation and Prey C.txt",0.12
"Addo-Bediako-2000-Thermal tolerance, c.txt",0.9
"Addo-Bediako-2000-Thermal tolerance, c.txt",0.7
"Addo-Bediako-2000-Thermal tolerance, c.txt",0.8
"Adjeroud-2000-Physical factors of.txt",0.962
"Adjeroud-2000-Physical factors of.txt",0.992
"Adler-1987-Demography of a Habi.txt",0.56
"Adler-1987-Demography of a Habi.txt",0.36
"Adler-1987-Demography of a Habi.txt",0.29
"Adler-1987-Demography of a Habi.txt",0.32
"Adler-1994-A General Test for I.txt",0.531
"Adler-1994-A General Test for I.txt",0.570
"Adler-1994-Tropical Forest Frag.txt",0.15
"Adler-1994-Tropical Forest Frag.txt",0.31
"Aebischer-1986-Retrospective Invest.txt",0.729
"Aebischer-1986-Retrospective Invest.txt",0.847
"Aebischer-1986-Retrospective Invest.txt",0.897
"Aebischer-1986-Retrospective Invest.txt",0.620
"Aebischer-1986-Retrospective Invest.txt",0.823
"Aebischer-1986-Retrospective Invest.txt",0.034
"Aebischer-1986-Retrospective Invest.txt",0.574
"Aebischer-1986-Retrospective Invest.txt",0.620
"Aebischer-1986-Retrospective Invest.txt",0.595
"Aebischer-1986-Retrospective Invest.txt",0.729
"Aerts-1992-Growth-Limiting Nutr.txt",0.73
"Aerts-1992-Growth-Limiting Nutr.txt",0.59
"Agelopoulos-2000-Factors affecting vo.txt",0.29
"Agelopoulos-2000-Factors affecting vo.txt",0.10
"Agelopoulos-2000-Factors affecting vo.txt",0.03
"Agnew-2000-Does fecundity drive.txt",0.51
"Agnew-2000-Does fecundity drive.txt",0.56
"Agrawal-2004-Resistance and susce.txt",0.58
"Agrawal-2004-Resistance and susce.txt",0.43
"Agrawal-2004-Resistance and susce.txt",0.20
"Agrawal-2004-Resistance and susce.txt",0.03
"Agrawal-2004-Resistance and susce.txt",0.20
"Agrawal-2004-Resistance and susce.txt",0.36
"Agrawal-2005-Enemy release_ An ex.txt",0.634
"Agrawal-2005-Enemy release_ An ex.txt",0.190
"Agrawal-2008-Natural selection on.txt",0.395
"Agrawal-2008-Natural selection on.txt",0.880
"Agren-1990-Age and Size Structu.txt",0.92
"Agren-1990-Age and Size Structu.txt",0.90
"Agren-1990-Age and Size Structu.txt",0.92
"Ahman-2000-Does indole alkaloid.txt",0.903
"Ahman-2000-Does indole alkaloid.txt",0.896
"Ahola-2007-Climate change can a.txt",0.80
"Ahola-2007-Climate change can a.txt",0.59
"Ahola-2007-Climate change can a.txt",0.46
"Aiba-1996-Tree species stratif.txt",0.05
"Aiba-1996-Tree species stratif.txt",0.64
"Aiba-1996-Tree species stratif.txt",0.68
"Aiba-1996-Tree species stratif.txt",0.29
"Aiba-1996-Tree species stratif.txt",0.68
"Aiba-1996-Tree species stratif.txt",0.06
"Aiba-1996-Tree species stratif.txt",0.89
"Aiba-1996-Tree species stratif.txt",0.91
"Aiba-1996-Tree species stratif.txt",0.68
"Aiba-1996-Tree species stratif.txt",0.67
"Aiba-1996-Tree species stratif.txt",0.97
"Aiba-1996-Tree species stratif.txt",0.93
"Aiba-1996-Tree species stratif.txt",0.09
"Aiba-1996-Tree species stratif.txt",0.35
"Aiba-1996-Tree species stratif.txt",0.26
"Aiba-2009-Growth properties of.txt",0.34
"Aiba-2009-Growth properties of.txt",0.56
"Aiba-2012-Interspecific differ.txt",0.26
"Ainley-1980-Survival and Mortali.txt",0.9653
"Ainley-1980-Survival and Mortali.txt",0.2538
"Ainley-1980-Survival and Mortali.txt",0.8959
"Ainley-1980-Survival and Mortali.txt",0.8914
"Ainley-1980-Survival and Mortali.txt",0.059
"Ainley-1980-Survival and Mortali.txt",0.9532
"Airey-2000-Variation in the vol.txt",0.588
"Airey-2000-Variation in the vol.txt",0.395
"Airey-2000-Variation in the vol.txt",0.359
"Airey-2000-Variation in the vol.txt",0.351
"Airey-2000-Variation in the vol.txt",0.258
"Airey-2000-Variation in the vol.txt",0.221
"Airey-2000-Variation in the vol.txt",0.514
"Airey-2000-Variation in the vol.txt",0.486
"Airey-2000-Variation in the vol.txt",0.351
"Airey-2000-Variation in the vol.txt",0.318
"Airey-2000-Variation in the vol.txt",0.626
"Aizen-1994-Forest Fragmentation.txt",0.389
"Aizen-1994-Forest Fragmentation.txt",0.428
"Aizen-1998-Flowering-shoot defo.txt",0.82
"Aizen-1998-Flowering-shoot defo.txt",0.452
"Aizen-1998-Flowering-shoot defo.txt",0.502
"Akcha-2000-Induction and elimin.txt",0.985
"Akcha-2000-Induction and elimin.txt",0.992
"Akcha-2000-Induction and elimin.txt",0.882
"Akcha-2000-Induction and elimin.txt",0.651
"Akcha-2000-Induction and elimin.txt",0.651
"Akcha-2000-Induction and elimin.txt",0.896
"Akcha-2000-Induction and elimin.txt",0.788
"Akcha-2000-Induction and elimin.txt",0.904
"Akcha-2000-Induction and elimin.txt",0.760
"Akcha-2000-Induction and elimin.txt",0.879
"Akesson-2000-Wind selectivity of.txt",0.88
"Akesson-2000-Wind selectivity of.txt",0.88
"Akesson-2000-Wind selectivity of.txt",0.82
"Akre-1979-Switching and Sigmoi.txt",0.147
"Alaback-1982-Dynamics of Understo.txt",0.7
"Alaback-1982-Dynamics of Understo.txt",0.58
"Albert-2001-Female reproductive.txt",0.65
"Albert-2001-Female reproductive.txt",0.72
"Albon-1983-Fertility and Body-W.txt",0.138
"Albon-1983-Fertility and Body-W.txt",0.66
"Albon-1983-Fertility and Body-W.txt",0.980
"Albon-1983-Fertility and Body-W.txt",0.995
"Albon-1983-Fertility and Body-W.txt",0.708
"Albon-1987-Early Development an.txt",0.658
"Albon-1987-Early Development an.txt",0.658
"Albon-1987-Early Development an.txt",0.884
"Albon-1987-Early Development an.txt",0.405
"Albon-1987-Early Development an.txt",0.200
"Albon-1987-Early Development an.txt",0.762
"Albon-1987-Early Development an.txt",0.766
"Albon-1987-Early Development an.txt",0.403
"Albon-1987-Early Development an.txt",0.881
"Albon-1987-Early Development an.txt",0.238
"Albon-1987-Early Development an.txt",0.369
"Albon-1987-Early Development an.txt",0.463
"Albon-1987-Early Development an.txt",0.884
"Albon-1987-Early Development an.txt",0.762
"Albon-1987-Early Development an.txt",0.786
"Albon-1987-Early Development an.txt",0.231
"Albon-1987-Early Development an.txt",0.639
"Albon-1987-Early Development an.txt",0.705
"Albon-1987-Early Development an.txt",0.689
"Albon-1987-Early Development an.txt",0.705
"Albon-1987-Early Development an.txt",0.689
"Albon-1987-Early Development an.txt",0.554
"Albon-1987-Early Development an.txt",0.472
"Albon-1987-Early Development an.txt",0.196
"Albon-1987-Early Development an.txt",0.668
"Albon-1987-Early Development an.txt",0.524
"Albon-1987-Early Development an.txt",0.668
"Alcala-2005-Differential selecti.txt",0.83
"Alcantara-2000-Early effects of rod.txt",0.65
"Alcantara-2000-Early effects of rod.txt",0.70
"Alcantara-2000-Factors shaping the.txt",0.88
"Alcantara-2000-Factors shaping the.txt",0.90
"Alderfer-1971-Energy Exchange in P.txt",0.954
"Alderfer-1971-Energy Exchange in P.txt",0.895
"Aldridge-1987-Morphology, Echoloca.txt",0.75
"Aldridge-1987-Morphology, Echoloca.txt",0.72
"Aldridge-1987-Morphology, Echoloca.txt",0.54
"Aldridge-1987-Morphology, Echoloca.txt",0.59
"Aldridge-1987-Morphology, Echoloca.txt",0.51
"Aldridge-1987-Morphology, Echoloca.txt",0.6
"Aldridge-1987-Morphology, Echoloca.txt",0.70
"Aldridge-1987-Morphology, Echoloca.txt",0.70
"Aldridge-1987-Morphology, Echoloca.txt",0.88
"Aldridge-1987-Morphology, Echoloca.txt",0.89
"Aldridge-1987-Morphology, Echoloca.txt",0.7
"Aldridge-1987-Morphology, Echoloca.txt",0.7
"Alexander-1993-Genotypic Variation.txt",0.79
"Alexander-2000-Seedling disease in.txt",0.54
"Alexander-2007-Is there reduction i.txt",0.79
"Alexander-2007-Is there reduction i.txt",0.62
"Alexander-2007-Is there reduction i.txt",0.71
"Alexander-2007-Is there reduction i.txt",0.42
"Alexander-2007-Is there reduction i.txt",0.48
"Alexander-2007-Is there reduction i.txt",0.6
"Alexander-2007-Is there reduction i.txt",0.75
"Alexander-2007-Is there reduction i.txt",0.69
"Alexander-2007-Is there reduction i.txt",0.36
"Alexander-2009-Establishment of par.txt",0.44
"Alexandersson-2000-Genetic structure in.txt",0.39
"Alexandersson-2000-Genetic structure in.txt",0.40
"Alexandersson-2000-Genetic structure in.txt",0.05
"Alexandersson-2000-Genetic structure in.txt",0.39
"Alford-1989-Variation in Predato.txt",0.87
"Alford-1989-Variation in Predato.txt",0.18
"Alford-1989-Variation in Predato.txt",0.87
"Alford-1989-Variation in Predato.txt",0.70
"Ali-2000-Predictors of plant.txt",0.73
"Ali-2000-Predictors of plant.txt",0.722
"Ali-2000-Predictors of plant.txt",0.31
"Ali-2000-Predictors of plant.txt",0.36
"Ali-2000-Predictors of plant.txt",0.61
"Ali-2000-Predictors of plant.txt",0.63
"Ali-2000-Predictors of plant.txt",0.71
"Ali-2000-Predictors of plant.txt",0.73
"Alkins-Koo-2000-Reproductive timing.txt",0.796
"Alkins-Koo-2000-Reproductive timing.txt",0.827
"Alkins-Koo-2000-Reproductive timing.txt",0.816
"Alkins-Koo-2000-Reproductive timing.txt",0.730
"Alkins-Koo-2000-Reproductive timing.txt",0.827
"Alkins-Koo-2000-Reproductive timing.txt",0.702
"Alkins-Koo-2000-Reproductive timing.txt",0.739
"Alkins-Koo-2000-Reproductive timing.txt",0.8542
"Alkins-Koo-2000-Reproductive timing.txt",0.8687
"Alkins-Koo-2000-Reproductive timing.txt",0.9982
"Alkins-Koo-2000-Reproductive timing.txt",0.4375
"Alkins-Koo-2000-Reproductive timing.txt",0.4029
"Allaine-2000-Male-biased sex rati.txt",0.80
"Allaine-2000-Male-biased sex rati.txt",0.06
"Allaine-2000-Male-biased sex rati.txt",0.04
"Allaine-2000-Male-biased sex rati.txt",0.34
"Allaine-2000-Male-biased sex rati.txt",0.703
"Allaine-2000-Male-biased sex rati.txt",0.78
"Allan-1973-Foliage Arthropod Co.txt",0.97
"Allan-1973-Foliage Arthropod Co.txt",0.42
"Allander-2000-Immune defence react.txt",0.485
"Allen-2000-Downed wood in Micro.txt",0.00017
"Allen-2000-Interactive effects.txt",0.96
"Allen-2000-Interactive effects.txt",0.83
"Allen-2000-Interactive effects.txt",0.93
"Allen-2000-Interactive effects.txt",0.98
"Allen-2000-Interactive effects.txt",0.37
"Allen-2000-Interactive effects.txt",0.49
"Allen-2000-Interactive effects.txt",0.43
"Allen-2000-Interactive effects.txt",0.59
"Allen-2000-Interactive effects.txt",0.57
"Allen-2000-Interactive effects.txt",0.71
"Allen-2000-Interactive effects.txt",0.47
"Allen-2000-Interactive effects.txt",0.43
"Allen-2000-Interactive effects.txt",0.90
"Allen-2000-Interactive effects.txt",0.07
"Allen-2000-Interactive effects.txt",0.51
"Allen-2000-Interactive effects.txt",0.50
"Allen-2000-Interactive effects.txt",0.24
"Allen-2000-Interactive effects.txt",0.55
"Allen-2000-Interactive effects.txt",0.03
"Allen-2000-Interactive effects.txt",0.60
"Allison-1990-Pollen Production an.txt",0.25
"Almaraz-2004-Multi-annual spatial.txt",0.87
"Almaraz-2004-Multi-annual spatial.txt",0.90
"Almaraz-2004-Multi-annual spatial.txt",0.930
"Almaraz-2011-Size-mediated non-tr.txt",0.78
"Almaraz-2011-Size-mediated non-tr.txt",0.52
"Alongi-2000-Benthic decompositio.txt",0.05
"Alongi-2000-Benthic decompositio.txt",0.6
"Alonzo-2000-Allocation to mate g.txt",0.75
"Alonzo-2000-Allocation to mate g.txt",0.42
"Alonzo-2000-Allocation to mate g.txt",0.06
"Alonzo-2000-Allocation to mate g.txt",0.25
"Alonzo-2000-Allocation to mate g.txt",0.75
"Alonzo-2000-Egg-production dynam.txt",0.753
"Alpert-1985-Carbon Balance Limit.txt",0.2
"Alroy-2000-Global climate chang.txt",0.000
"Alroy-2000-Global climate chang.txt",0.051
"Alterio-2000-Secondary poisoning.txt",0.20
"Alterio-2000-Secondary poisoning.txt",0.21
"Alterio-2000-Secondary poisoning.txt",0.35
"Alterio-2000-Secondary poisoning.txt",0.6
"Altwegg-2003-Variation and covari.txt",0.80
"Altwegg-2003-Variation and covari.txt",0.80
"Amarasekare-2000-Coexistence of compe.txt",0.82
"Amat-2000-Brood desertion by f.txt",0.02
"Ambuel-1983-Area-Dependent Chang.txt",0.79
"Ambuel-1983-Area-Dependent Chang.txt",0.65
"Ambuel-1983-Area-Dependent Chang.txt",0.72
"Ambuel-1983-Area-Dependent Chang.txt",0.80
"Ambuel-1983-Area-Dependent Chang.txt",0.62
"Ambuel-1983-Area-Dependent Chang.txt",0.77
"Ambuel-1983-Area-Dependent Chang.txt",0.55
"Ambuel-1983-Area-Dependent Chang.txt",0.80
"Ambuel-1983-Area-Dependent Chang.txt",0.50
"Ambuel-1983-Area-Dependent Chang.txt",0.90
"Ambuel-1983-Area-Dependent Chang.txt",0.84
"Ambuel-1983-Area-Dependent Chang.txt",0.4
"Amezcua-2000-Empirical evidence f.txt",0.86
"Amezcua-2000-Empirical evidence f.txt",0.86
"Amezcua-2000-Empirical evidence f.txt",0.27
"Amezcua-2000-Empirical evidence f.txt",0.27
"Amezcua-2000-Empirical evidence f.txt",0.5662
"Ammerman-2000-Continuous underway.txt",0.74
"Amundsen-1996-Effects of egg size.txt",0.96
"Amundsen-1996-Effects of egg size.txt",0.52
"Andalo-2001-Inter- and intrageno.txt",0.296
"Anders-2006-Distribution-wide ef.txt",0.309
"Anders-2006-Distribution-wide ef.txt",0.498
"Anders-2006-Distribution-wide ef.txt",0.426
"Andersen-1989-Impact of Insect Pre.txt",0.587
"Anderson-1968-Catastrophic Drift o.txt",0.12
"Anderson-1969-Herbaceous Response.txt",0.84
"Anderson-1969-Herbaceous Response.txt",0.69
"Anderson-1969-Herbaceous Response.txt",0.83
"Anderson-1969-Herbaceous Response.txt",0.90
"Anderson-1973-Effects of Low Soil.txt",0.32
"Anderson-1973-Effects of Low Soil.txt",0.22
"Anderson-1973-Effects of Low Soil.txt",0.725
"Anderson-1974-Responses to Starvat.txt",0.99
"Anderson-1975-Optimal Exploitation.txt",0.83
"Anderson-1975-Optimal Exploitation.txt",0.93
"Anderson-1977-Experimental-Study o.txt",0.147
"Anderson-1977-Experimental-Study o.txt",0.972
"Anderson-1978-Distribution and Pro.txt",0.79
"Anderson-1978-Distribution and Pro.txt",0.60
"Anderson-1978-Distribution and Pro.txt",0.70
"Anderson-1978-Distribution and Pro.txt",0.62
"Anderson-1978-Distribution and Pro.txt",0.62
"Anderson-1978-Distribution and Pro.txt",0.65
"Anderson-1978-Distribution and Pro.txt",0.62
"Anderson-1989-Host Genotype Choice.txt",0.366
"Anderson-1991-Populations and Infe.txt",0.04
"Anderson-1991-Populations and Infe.txt",0.2
"Anderson-2001-Water and tree-under.txt",0.64
"Anderson-2001-Water and tree-under.txt",0.62
"Anderson-2006-Nutrient acquisition.txt",0.32
"Andren-1992-Corvid Density and N.txt",0.57
"Andreone-2000-The Italian batracho.txt",0.081
"Andreone-2000-The Italian batracho.txt",0.107
"Andres-2000-Molecular evidence f.txt",0.21
"Andres-2000-Molecular evidence f.txt",0.004
"Andres-2000-Molecular evidence f.txt",0.14
"Andrew-2007-Spatial distribution.txt",0.120
"Andrew-2007-Spatial distribution.txt",0.115
"Andrews-1991-Population Stability.txt",0.95
"Andrews-1991-Population Stability.txt",0.94
"Andrews-1991-Population Stability.txt",0.80
"Angerbjorn-1999-Predator-prey relati.txt",0.45
"Angerbjorn-1999-Predator-prey relati.txt",0.71
"Angilletta-2009-Spatial dynamics of.txt",0.82
"Anten-1999-Interspecific differ.txt",0.99
"Anthony-1981-Small-Mammal Associa.txt",0.177
"Anthony-1981-Small-Mammal Associa.txt",0.340
"Anthony-1981-Small-Mammal Associa.txt",0.8
"Anthony-1981-Small-Mammal Associa.txt",0.153
"Anthony-1981-Small-Mammal Associa.txt",0.569
"Anthony-1981-Small-Mammal Associa.txt",0.39
"Anthony-1981-Small-Mammal Associa.txt",0.80
"Anthony-1981-Small-Mammal Associa.txt",0.98
"Anthony-1981-Small-Mammal Associa.txt",0.63
"Anthony-1981-Small-Mammal Associa.txt",0.84
"Anthony-1981-Small-Mammal Associa.txt",0.82
"Anthony-1981-Small-Mammal Associa.txt",0.98
"Anthony-1981-Small-Mammal Associa.txt",0.63
"Antonic-2000-A global model for m.txt",0.99
"Antonic-2000-A global model for m.txt",0.99032
"Antonic-2000-A global model for m.txt",0.99032
"Antonovi.J-1972-Population Dynamics.txt",0.162
"Antos-1994-Biomass Allocation a.txt",0.411
"Antos-1994-Biomass Allocation a.txt",0.418
"Antos-1994-Biomass Allocation a.txt",0.405
"Antos-1994-Biomass Allocation a.txt",0.566
"Apanius-2000-Island and taxon eff.txt",0.21
"Apanius-2000-Island and taxon eff.txt",0.39
"Apanius-2000-Island and taxon eff.txt",0.30
"Aparicio-2002-Effects of food supp.txt",0.24
"Aparicio-2002-Effects of food supp.txt",0.05
"Arcese-1985-Phenotypic Correlate.txt",0.45
"Arcese-1985-Phenotypic Correlate.txt",0.012
"Arcese-1985-Phenotypic Correlate.txt",0.084
"Arcese-1985-Phenotypic Correlate.txt",0.062
"Arcese-1992-Stability, Regulatio.txt",0.93
"Arcese-1992-Stability, Regulatio.txt",0.95
"Arcese-1992-Stability, Regulatio.txt",0.92
"Arcese-1992-Stability, Regulatio.txt",0.88
"Arcese-1992-Stability, Regulatio.txt",0.8
"Arcese-1992-Stability, Regulatio.txt",0.57
"Arcese-1992-Stability, Regulatio.txt",0.63
"Arcese-1992-Stability, Regulatio.txt",0.81
"Arcese-1992-Stability, Regulatio.txt",0.10
"Arcese-1992-Stability, Regulatio.txt",0.15
"Arcese-1992-Stability, Regulatio.txt",0.11
"Arcese-1992-Stability, Regulatio.txt",0.67
"Arcese-1992-Stability, Regulatio.txt",0.42
"Arcese-1992-Stability, Regulatio.txt",0.79
"Arcese-1992-Stability, Regulatio.txt",0.30
"Arcese-1992-Stability, Regulatio.txt",0.09
"Arcese-1992-Stability, Regulatio.txt",0.58
"Arcese-1992-Stability, Regulatio.txt",0.2
"Arcese-1992-Stability, Regulatio.txt",0.50
"Arcese-1992-Stability, Regulatio.txt",0.65
"Arcese-1992-Stability, Regulatio.txt",0.12
"Arcese-1992-Stability, Regulatio.txt",0.72
"Arcese-1992-Stability, Regulatio.txt",0.26
"Arcese-1992-Stability, Regulatio.txt",0.35
"Arcese-1992-Stability, Regulatio.txt",0.22
"Arcese-1992-Stability, Regulatio.txt",0.02
"Arcese-1992-Stability, Regulatio.txt",0.72
"Arcese-1992-Stability, Regulatio.txt",0.75
"Arcese-1992-Stability, Regulatio.txt",0.80
"Arcese-1992-Stability, Regulatio.txt",0.36
"Arcese-1992-Stability, Regulatio.txt",0.64
"Arcese-1992-Stability, Regulatio.txt",0.13
"Arcese-1992-Stability, Regulatio.txt",0.58
"Arcese-1992-Stability, Regulatio.txt",0.55
"Arcese-1992-Stability, Regulatio.txt",0.71
"Arcese-1992-Stability, Regulatio.txt",0.85
"Arcese-1992-Stability, Regulatio.txt",0.43
"Arcese-1992-Stability, Regulatio.txt",0.71
"Arcese-1992-Stability, Regulatio.txt",0.48
"Arcese-1992-Stability, Regulatio.txt",0.70
"Arcese-1992-Stability, Regulatio.txt",0.75
"Arcese-1992-Stability, Regulatio.txt",0.90
"Arcese-1992-Stability, Regulatio.txt",0.83
"Arcese-1992-Stability, Regulatio.txt",0.22
"Arcese-1992-Stability, Regulatio.txt",0.17
"Arcese-1992-Stability, Regulatio.txt",0.70
"Arcese-1992-Stability, Regulatio.txt",0.26
"Archer-1985-Population-Dynamics.txt",0.84
"Arens-2000-Can C3 plants faithf.txt",0.94
"Arifin-2000-Influence of a selec.txt",0.98
"Arifin-2000-Influence of a selec.txt",0.63
"Arifin-2000-Influence of a selec.txt",0.008
"Arifin-2000-Influence of a selec.txt",0.16
"Arifin-2000-Influence of a selec.txt",0.15
"Arifin-2000-Influence of a selec.txt",0.98
"Arifin-2000-Influence of a selec.txt",0.63
"Arifin-2000-Influence of a selec.txt",0.98
"Arifin-2000-Influence of a selec.txt",0.63
"Arifin-2000-Influence of a selec.txt",0.98
"Arifin-2000-Influence of a selec.txt",0.63
"Arlettaz-1999-Habitat selection as.txt",0.656
"Arlettaz-1999-Habitat selection as.txt",0.512
"Arlettaz-1999-Habitat selection as.txt",0.846
